20.18,-12.48
21.66,-11.64
23.13,-10.83
24.57,-9.94
26.24,-9.35
28.16,-8.82
30.22,-8.55
32.44,-8.02
34.64,-7.41
36.99,-6.54
39.7,-5.77
42.61,-5.06
45.73,-4.73
49.08,-4.09
52.67,-3.26
56.53,-2.75
60.68,-2.58
64.47,-2.12
68.49,-1.25
73.51,-0.92
78.5,-0.63
83.82,0.21
89.97,0.27
96.56,0.82
103.63,0.97
111.22,1.18
119.37,1.07
128.11,1.12
137.5,0.96
147.57,0.99
158.38,1.11
169.98,1.24
182.44,1.17
195.8,0.69
210.15,0.37
225.54,0.32
242.06,0.29
259.8,0.21
278.83,0.18
299.25,0.14
321.18,-0.01
344.7,-0.13
369.96,-0.09
397.06,-0.06
426.15,-0.06
457.36,-0.03
490.87,0.09
526.83,0.16
565.42,0.3
606.84,0.47
651.3,0.66
699.01,0.84
750.22,1.14
805.18,1.34
864.16,1.38
927.47,1.4
995.41,1.56
1068.33,1.86
1146.6,2.22
1230.59,2.84
1320.74,3.32
1417.5,4.12
1521.34,4.33
1632.79,4.72
1752.4,4.92
1880.78,4.87
2018.56,5.0
2166.43,5.35
2294.04,6.2
2420.99,7.14
2485.41,8.16
2602.72,9.16
2678.28,10.04
2802.81,11.07
2992.99,11.82
3212.24,11.99
3447.56,12.46
3689.46,13.12
3833.26,14.11
4052.21,15.37
4305.36,15.46
4455.77,14.41
4551.29,13.4
4644.16,12.45
4738.92,11.64
4811.26,10.98
4979.34,10.05
5163.72,9.64
5279.73,10.86
5387.47,12.1
5655.08,13.06
6038.78,12.9
6281.39,11.85
6416.04,10.88
6513.98,9.96
6620.09,8.92
6646.89,7.87
6755.18,6.9
6782.52,5.83
6981.09,4.61
7062.14,3.7
7279.39,4.87
7368.15,5.81
7695.19,6.89
8217.32,7.61
8686.69,7.9
9182.88,8.79
9707.4,8.44
9905.48,7.45
10138.27,6.15
10303.43,4.92
10444.88,3.95
10728.2,2.87
10958.17,1.98
11352.46,1.14
11735.51,0.24
12504.68,-0.93
12847.59,-1.13
13478.96,-1.35
13809.67,-2.51
14034.64,-3.57
14263.28,-4.59
14672.39,-5.69
14873.81,-6.81
15062.78,-8.0
15215.68,-9.4
15370.13,-10.44
15526.15,-12.59
15683.76,-14.03
15803.01,-16.55
15842.96,-15.6
16248.08,-18.97
16330.33,-18.38
16424.85,-17.4
17003.57,-16.26
17037.95,-15.22
17176.17,-14.1
17219.59,-13.19
17350.52,-12.35
17385.61,-11.48
17526.65,-10.33
18086.1,-9.11
18157.28,-8.53
18905.83,-9.55
19001.54,-10.35
19350.14,-11.34
