20.18,2.27
21.66,2.34
23.24,2.35
24.95,2.46
26.77,2.46
28.74,2.48
30.84,2.58
33.1,2.58
35.53,2.58
38.13,2.65
40.92,2.7
43.92,2.7
47.14,2.72
50.59,2.7
54.3,2.74
58.27,2.71
62.54,2.7
67.12,2.71
72.04,2.7
77.32,2.7
82.98,2.7
89.06,2.69
95.59,2.59
102.59,2.58
110.1,2.58
118.17,2.48
126.83,2.46
136.12,2.36
146.09,2.28
156.79,2.2
168.28,2.1
180.6,1.98
193.83,1.85
208.03,1.73
223.27,1.6
239.63,1.45
257.18,1.29
276.03,1.07
296.25,0.92
317.95,0.9
341.24,0.82
366.24,0.63
393.07,0.43
421.86,0.3
452.77,0.17
485.94,0.09
521.53,-0.04
559.74,-0.1
600.75,-0.22
644.75,-0.24
691.99,-0.24
742.68,-0.23
797.09,-0.07
855.48,0.15
918.15,0.44
985.41,0.87
1057.6,1.36
1135.07,1.99
1218.23,2.64
1307.47,3.22
1403.25,3.79
1506.05,4.38
1616.38,4.88
1734.79,5.34
1852.5,6.04
1968.23,6.85
2080.65,7.66
2188.42,8.45
2301.77,9.29
2408.8,10.09
2520.8,10.88
2678.28,11.83
2874.48,11.94
3054.06,11.09
3196.06,10.28
3378.62,9.37
3626.13,8.53
3872.17,7.74
4114.07,6.94
4393.21,6.2
4715.05,5.65
5060.46,5.32
5431.17,5.19
5829.04,5.09
6256.06,4.99
6714.36,4.92
7206.24,4.58
7734.15,3.97
8300.73,3.52
8908.82,3.46
9561.45,3.35
10097.4,2.27
10324.27,1.37
10620.4,0.41
10793.41,-0.52
11058.23,-1.5
11295.28,-2.58
11467.7,-3.52
11749.06,-4.51
12000.92,-5.65
12245.79,-6.52
12495.67,-7.33
12815.19,-8.21
13615.78,-9.19
14466.39,-9.11
15215.68,-8.13
15526.15,-7.31
16330.33,-6.44
17176.17,-6.89
17659.91,-7.75
18434.45,-8.62
19272.13,-9.49
