20.13,6.39
21.6,6.37
23.19,6.36
24.89,6.25
26.72,6.24
28.68,6.13
30.78,6.07
33.04,5.97
35.47,5.86
38.07,5.76
40.86,5.62
43.86,5.48
47.08,5.33
50.53,5.17
54.24,5.0
58.22,4.79
62.49,4.6
67.08,4.38
72.0,4.17
77.29,3.93
82.96,3.69
89.04,3.43
95.58,3.15
102.59,2.9
110.12,2.63
118.2,2.39
126.88,2.21
136.19,2.12
146.18,2.02
156.91,1.94
168.42,1.82
180.78,1.61
194.04,1.41
208.28,1.22
223.57,1.02
239.97,0.86
257.58,0.71
276.49,0.58
296.77,0.47
318.55,0.38
341.93,0.31
367.02,0.21
393.95,0.13
422.86,0.09
453.89,0.03
487.2,0.01
522.95,0.03
561.32,0.03
602.51,0.01
646.73,0.04
694.19,0.11
745.13,0.23
799.8,0.43
858.49,0.75
921.49,1.13
989.11,1.58
1061.7,2.13
1139.6,2.73
1223.23,3.35
1312.99,4.05
1409.34,4.71
1512.76,5.42
1623.77,6.24
1742.92,6.96
1870.82,7.75
2008.11,8.51
2155.47,9.29
2313.64,9.95
2483.41,10.45
2665.65,10.7
2861.26,10.7
3071.22,10.48
3296.59,10.08
3538.5,9.55
3798.16,9.05
4076.88,8.57
4376.05,8.08
4697.17,7.52
4991.11,6.86
5250.06,6.04
5494.58,5.22
5721.48,4.32
5957.75,3.43
6203.77,2.58
6459.96,1.8
6795.11,0.97
7256.95,0.24
7789.48,-0.24
8318.89,0.18
8750.5,1.07
9251.17,1.94
9930.04,2.55
10551.43,2.6
10931.72,1.48
11268.57,0.36
11793.41,-0.73
12658.83,-1.36
13470.44,-0.81
13893.55,0.14
14603.29,0.66
15034.26,-0.41
15341.54,-1.49
15576.11,-2.67
15718.57,-3.68
15975.06,-4.84
16268.62,-5.82
16702.2,-6.93
17190.76,-7.77
18036.98,-8.58
19069.0,-9.36
19756.27,-9.81
