20.33,10.16
21.82,10.08
23.42,9.99
25.14,9.83
26.99,9.8
28.97,9.74
31.09,9.6
33.38,9.44
35.83,9.2
37.14,9.09
38.45,8.98
41.28,8.83
44.31,8.56
47.56,8.26
51.05,7.97
54.79,7.67
58.81,7.34
63.13,7.01
67.76,6.61
72.73,6.24
78.07,5.9
83.8,5.51
89.95,5.12
96.55,4.69
103.64,4.45
111.24,4.51
119.4,4.56
123.78,4.49
128.17,4.42
137.57,4.16
147.67,3.76
158.5,3.33
170.13,2.98
182.62,2.63
196.02,2.35
210.4,2.14
225.84,1.99
242.41,1.8
260.2,1.59
279.3,1.37
299.79,1.16
321.79,0.98
345.4,0.76
370.75,0.59
397.96,0.4
427.16,0.27
442.84,0.2
458.51,0.13
492.15,0.02
528.27,-0.13
567.03,-0.31
608.64,-0.37
653.3,-0.39
701.24,-0.35
752.7,-0.06
807.94,0.4
867.22,1.12
926.17,1.98
984.12,2.83
1051.01,3.69
1128.13,4.49
1210.92,5.19
1299.78,5.7
1395.16,6.06
1446.35,6.2
1497.54,6.33
1607.43,6.53
1725.38,6.61
1851.99,6.54
1987.9,6.34
2133.77,6.07
2290.35,5.64
2458.42,5.16
2638.82,4.59
2832.46,4.07
3040.31,3.58
3263.41,3.12
3502.89,2.78
3759.93,2.63
4035.84,2.64
4332.0,2.91
4649.89,3.57
4795.38,4.04
4940.87,4.51
5170.99,5.38
5466.86,6.1
5750.49,5.51
5891.82,4.61
6251.02,3.83
6525.64,4.98
6638.83,6.13
6788.24,7.42
6899.01,8.56
7256.95,9.14
7622.43,8.02
7868.68,7.04
8361.08,6.29
8974.63,6.52
9633.2,6.26
10184.38,6.4
10712.77,6.83
10877.82,6.3
11042.87,5.78
11183.4,4.8
11383.15,3.73
11604.06,2.54
11793.41,1.72
12083.25,0.74
12573.74,-0.14
13315.6,0.2
13622.16,1.12
14310.8,1.6
14733.13,0.53
14996.28,-0.65
15148.76,-1.84
15302.79,-2.91
15458.38,-3.94
15615.55,-4.9
15774.33,-5.84
15874.7,-6.36
15975.06,-6.88
16268.62,-7.99
16550.83,-9.02
16803.89,-9.88
17147.34,-10.83
17462.44,-11.98
17765.35,-13.19
18539.11,-13.8
19513.5,-12.74
