20.13,-6.24
21.6,-5.72
23.19,-5.35
24.89,-5.01
26.72,-4.55
28.68,-4.0
30.78,-3.46
33.04,-2.96
35.47,-2.54
38.07,-2.23
40.86,-1.84
43.86,-1.39
47.08,-1.2
50.53,-1.0
54.24,-0.82
58.22,-0.88
62.49,-0.69
67.08,-0.54
72.0,-0.69
77.29,-0.35
82.96,0.38
89.04,0.75
95.58,0.95
102.59,1.06
110.12,1.09
118.2,1.18
126.88,1.18
136.19,1.18
146.18,1.18
156.91,1.07
168.42,0.98
180.78,0.94
194.04,0.89
208.28,0.8
223.57,0.64
239.97,0.54
257.58,0.45
276.49,0.45
296.77,0.37
318.55,0.33
341.93,0.22
367.02,0.19
393.95,0.09
422.86,0.09
453.89,0.05
487.2,0.02
522.95,0.04
561.32,0.09
602.51,0.09
646.73,0.18
694.19,0.2
745.13,0.19
799.8,0.12
858.49,-0.21
921.49,-0.09
989.11,0.33
1061.7,0.82
1139.6,1.31
1223.23,1.81
1312.99,2.18
1409.34,2.52
1512.76,2.88
1623.77,3.13
1742.92,3.57
1870.82,4.22
2008.11,4.9
2155.47,5.74
2290.35,6.4
2421.39,7.3
2547.02,8.12
2665.65,8.94
2789.8,9.75
2934.55,10.59
3134.0,11.48
3363.97,11.94
3592.61,11.55
3779.0,10.71
3899.39,9.64
4035.84,8.8
4101.7,8.0
4266.76,7.1
4556.76,6.34
4817.48,5.57
4991.11,4.74
5131.91,3.86
5223.57,3.12
5330.33,2.25
5439.27,1.3
5556.06,0.27
5868.02,-0.01
6141.33,1.18
6298.63,2.14
6625.42,2.94
6969.16,2.24
7330.74,1.29
7868.68,1.05
8446.09,0.55
9020.14,0.12
9392.62,-1.04
9714.75,-2.13
10340.1,-2.61
11042.87,-2.49
11383.15,-3.47
11615.8,-4.39
11793.41,-5.15
12280.42,-5.87
13181.57,-5.78
14148.86,-6.07
14926.01,-5.54
15480.11,-4.0
15734.48,-2.99
16235.74,-5.23
16137.49,-4.38
16260.4,-6.38
16467.32,-7.27
16425.73,-8.18
16634.75,-9.43
16803.89,-10.65
16974.75,-12.42
17147.34,-14.15
17542.12,-16.24
17930.86,-17.72
17855.44,-18.73
18630.43,-14.5
18498.97,-15.54
18829.38,-13.2
19069.0,-12.15
19458.74,-11.26
